SamplingEvent,Year,StationName,Analyte,Conc,ConcUnits,Flow,LocType,Load,LoadUnits
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,Chloride- filtered,20,mg/L,230.7,Inlet,11.29,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,DOC,3.1,mg/L as C,230.7,Inlet,1.75,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,Iron- filtered,7.31,ug/L,230.7,Inlet,4.126,kg/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,Manganese- filtered,8.8,ug/L,230.7,Inlet,4.967,kg/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,MeHg- filtered,0.064,ng/L,230.7,Inlet,0.03612,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,MeHg- particulate,0.102,ng/L,230.7,Inlet,0.05757,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,MeHg- total,0.166,ng/L,230.7,Inlet,0.0937,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,POC,0.1,mg/L as C,230.7,Inlet,0.05644,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,THg- filtered,1.2,ng/L,230.7,Inlet,0.6773,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,THg- particulate,5.1,ng/L,230.7,Inlet,2.879,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,THg- total,6.3,ng/L,230.7,Inlet,3.556,g/day
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,TOC,3.2,mg/L as C,230.7,Inlet,1.806,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,TSS,22,mg/L,230.7,Inlet,12.42,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Low Flow Channel,VSS,3,mg/L,230.7,Inlet,1.693,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,20.5,mg/L,1068.7,Inlet,53.6,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,DOC,3.48,mg/L as C,1068.7,Inlet,9.099,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,Iron- filtered,6.29,ug/L,1068.7,Inlet,16.45,kg/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,11.1,ug/L,1068.7,Inlet,29.02,kg/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0575,ng/L,1068.7,Inlet,0.1503,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.174,ng/L,1068.7,Inlet,0.455,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.231,ng/L,1068.7,Inlet,0.604,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,POC,0.65,mg/L as C,1068.7,Inlet,1.7,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.3,ng/L,1068.7,Inlet,3.399,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,THg- particulate,12.8,ng/L,1068.7,Inlet,33.47,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,THg- total,14.1,ng/L,1068.7,Inlet,36.87,g/day
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,TOC,4.12,mg/L as C,1068.7,Inlet,10.77,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,TSS,46,mg/L,1068.7,Inlet,120.3,"1,000 kg/day"
"Mar 28-29, 2017",2017,CCSB- Overflow Weir,VSS,4,mg/L,1068.7,Inlet,10.46,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,Chloride- filtered,4,mg/L,32533.3,Inlet,318.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,DOC,1.55,mg/L as C,32533.3,Inlet,123.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,Iron- filtered,83.4,ug/L,32533.3,Inlet,6638,kg/day
"Mar 28-29, 2017",2017,Fremont Weir,Manganese- filtered,7.91,ug/L,32533.3,Inlet,629.6,kg/day
"Mar 28-29, 2017",2017,Fremont Weir,MeHg- filtered,0.037,ng/L,32533.3,Inlet,2.945,g/day
"Mar 28-29, 2017",2017,Fremont Weir,MeHg- particulate,0.0442,ng/L,32533.3,Inlet,3.518,g/day
"Mar 28-29, 2017",2017,Fremont Weir,MeHg- total,0.0812,ng/L,32533.3,Inlet,6.463,g/day
"Mar 28-29, 2017",2017,Fremont Weir,POC,0.375,mg/L as C,32533.3,Inlet,29.85,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,THg- filtered,1.7,ng/L,32533.3,Inlet,135.3,g/day
"Mar 28-29, 2017",2017,Fremont Weir,THg- particulate,6.25,ng/L,32533.3,Inlet,497.5,g/day
"Mar 28-29, 2017",2017,Fremont Weir,THg- total,7.95,ng/L,32533.3,Inlet,632.8,g/day
"Mar 28-29, 2017",2017,Fremont Weir,TOC,1.92,mg/L as C,32533.3,Inlet,152.8,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,TSS,53.8,mg/L,32533.3,Inlet,4282,"1,000 kg/day"
"Mar 28-29, 2017",2017,Fremont Weir,VSS,4.5,mg/L,32533.3,Inlet,358.2,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,40,mg/L,675.7,Inlet,66.13,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,DOC,7,mg/L as C,675.7,Inlet,11.57,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,39.7,ug/L,675.7,Inlet,65.63,kg/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,54.4,ug/L,675.7,Inlet,89.93,kg/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.089,ng/L,675.7,Inlet,0.1471,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.1,ng/L,675.7,Inlet,0.1653,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.189,ng/L,675.7,Inlet,0.3124,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,POC,0.5,mg/L as C,675.7,Inlet,0.8266,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,THg- filtered,0.7,ng/L,675.7,Inlet,1.157,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,THg- particulate,2.1,ng/L,675.7,Inlet,3.472,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,THg- total,2.8,ng/L,675.7,Inlet,4.629,g/day
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,TOC,7.5,mg/L as C,675.7,Inlet,12.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,TSS,40,mg/L,675.7,Inlet,66.13,"1,000 kg/day"
"Mar 28-29, 2017",2017,Knights Landing Ridge Cut,VSS,4,mg/L,675.7,Inlet,6.613,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,6,mg/L,1235,Inlet,18.13,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,DOC,2.7,mg/L as C,1235,Inlet,8.158,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,0.89,ug/L,1235,Inlet,2.689,kg/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,0.44,ug/L,1235,Inlet,1.329,kg/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.049,ng/L,1235,Inlet,0.1481,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.112,ng/L,1235,Inlet,0.3384,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.161,ng/L,1235,Inlet,0.4865,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,POC,0.2,mg/L as C,1235,Inlet,0.6043,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,1.5,ng/L,1235,Inlet,4.532,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,3.8,ng/L,1235,Inlet,11.48,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,THg- total,5.3,ng/L,1235,Inlet,16.01,g/day
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,TOC,2.9,mg/L as C,1235,Inlet,8.762,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,TSS,26,mg/L,1235,Inlet,78.56,"1,000 kg/day"
"Mar 28-29, 2017",2017,Putah Creek at Mace Blvd,VSS,3,mg/L,1235,Inlet,9.065,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,4,mg/L,7193.8,Outlet,70.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,DOC,1.8,mg/L as C,7193.8,Outlet,31.68,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,97.7,ug/L,7193.8,Outlet,1720,kg/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,7.56,ug/L,7193.8,Outlet,133.1,kg/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.103,ng/L,7193.8,Outlet,1.813,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.206,ng/L,7193.8,Outlet,3.626,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.309,ng/L,7193.8,Outlet,5.438,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,POC,0.6,mg/L as C,7193.8,Outlet,10.56,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,1.45,ng/L,7193.8,Outlet,25.52,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,14.2,ng/L,7193.8,Outlet,249.9,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,THg- total,15.6,ng/L,7193.8,Outlet,274.6,g/day
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,TOC,2.4,mg/L as C,7193.8,Outlet,42.24,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,TSS,60.5,mg/L,7193.8,Outlet,1065,"1,000 kg/day"
"Mar 28-29, 2017",2017,Liberty Cut below Stairsteps,VSS,9,mg/L,7193.8,Outlet,158.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,Chloride- filtered,5,mg/L,14261.8,Outlet,174.5,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,DOC,2,mg/L as C,14261.8,Outlet,69.79,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,Iron- filtered,83,ug/L,14261.8,Outlet,2896,kg/day
"Mar 28-29, 2017",2017,Little Holland,Manganese- filtered,6.22,ug/L,14261.8,Outlet,217,kg/day
"Mar 28-29, 2017",2017,Little Holland,MeHg- filtered,0.086,ng/L,14261.8,Outlet,3.001,g/day
"Mar 28-29, 2017",2017,Little Holland,MeHg- particulate,0.166,ng/L,14261.8,Outlet,5.792,g/day
"Mar 28-29, 2017",2017,Little Holland,MeHg- total,0.252,ng/L,14261.8,Outlet,8.793,g/day
"Mar 28-29, 2017",2017,Little Holland,POC,0.5,mg/L as C,14261.8,Outlet,17.45,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,THg- filtered,1.48,ng/L,14261.8,Outlet,51.64,g/day
"Mar 28-29, 2017",2017,Little Holland,THg- particulate,9.15,ng/L,14261.8,Outlet,319.3,g/day
"Mar 28-29, 2017",2017,Little Holland,THg- total,10.6,ng/L,14261.8,Outlet,369.9,g/day
"Mar 28-29, 2017",2017,Little Holland,TOC,2.5,mg/L as C,14261.8,Outlet,87.23,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,TSS,41.8,mg/L,14261.8,Outlet,1459,"1,000 kg/day"
"Mar 28-29, 2017",2017,Little Holland,VSS,6,mg/L,14261.8,Outlet,209.4,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,Chloride- filtered,4,mg/L,1552.7,Outlet,15.2,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,DOC,1.8,mg/L as C,1552.7,Outlet,6.838,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,Iron- filtered,97.7,ug/L,1552.7,Outlet,371.1,kg/day
"Mar 28-29, 2017",2017,Main Liberty,Manganese- filtered,7.56,ug/L,1552.7,Outlet,28.72,kg/day
"Mar 28-29, 2017",2017,Main Liberty,MeHg- filtered,0.103,ng/L,1552.7,Outlet,0.3913,g/day
"Mar 28-29, 2017",2017,Main Liberty,MeHg- particulate,0.206,ng/L,1552.7,Outlet,0.7826,g/day
"Mar 28-29, 2017",2017,Main Liberty,MeHg- total,0.309,ng/L,1552.7,Outlet,1.174,g/day
"Mar 28-29, 2017",2017,Main Liberty,POC,0.6,mg/L as C,1552.7,Outlet,2.279,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,THg- filtered,1.45,ng/L,1552.7,Outlet,5.508,g/day
"Mar 28-29, 2017",2017,Main Liberty,THg- particulate,14.2,ng/L,1552.7,Outlet,53.94,g/day
"Mar 28-29, 2017",2017,Main Liberty,THg- total,15.6,ng/L,1552.7,Outlet,59.26,g/day
"Mar 28-29, 2017",2017,Main Liberty,TOC,2.4,mg/L as C,1552.7,Outlet,9.117,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,TSS,60.5,mg/L,1552.7,Outlet,229.8,"1,000 kg/day"
"Mar 28-29, 2017",2017,Main Liberty,VSS,9,mg/L,1552.7,Outlet,34.19,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,18,mg/L,6854.3,Outlet,301.9,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,DOC,4,mg/L as C,6854.3,Outlet,67.08,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,41.5,ug/L,6854.3,Outlet,695.9,kg/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,9.31,ug/L,6854.3,Outlet,156.1,kg/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.115,ng/L,6854.3,Outlet,1.929,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.433,ng/L,6854.3,Outlet,7.261,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.548,ng/L,6854.3,Outlet,9.19,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,POC,0.6,mg/L as C,6854.3,Outlet,10.06,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,THg- filtered,1.4,ng/L,6854.3,Outlet,23.48,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,THg- particulate,4.9,ng/L,6854.3,Outlet,82.17,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,THg- total,6.3,ng/L,6854.3,Outlet,105.6,g/day
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,TOC,4.6,mg/L as C,6854.3,Outlet,77.14,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,TSS,27,mg/L,6854.3,Outlet,452.8,"1,000 kg/day"
"Mar 28-29, 2017",2017,Shag Slough below Stairsteps,VSS,4,mg/L,6854.3,Outlet,67.08,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,6,mg/L,5880.9,Outlet,86.33,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,2.2,mg/L as C,5880.9,Outlet,31.65,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,68.2,ug/L,5880.9,Outlet,981.3,kg/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,4.87,ug/L,5880.9,Outlet,70.07,kg/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.069,ng/L,5880.9,Outlet,0.9928,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.127,ng/L,5880.9,Outlet,1.827,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.196,ng/L,5880.9,Outlet,2.82,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0.4,mg/L as C,5880.9,Outlet,5.755,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,1.5,ng/L,5880.9,Outlet,21.58,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,4.1,ng/L,5880.9,Outlet,58.99,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,5.6,ng/L,5880.9,Outlet,80.57,g/day
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,2.6,mg/L as C,5880.9,Outlet,37.41,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,23,mg/L,5880.9,Outlet,330.9,"1,000 kg/day"
"Mar 28-29, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,3,mg/L,5880.9,Outlet,43.16,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,Chloride- filtered,21,mg/L,235.4,Inlet,12.09,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,DOC,3.4,mg/L as C,235.4,Inlet,1.958,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,Iron- filtered,7.58,ug/L,235.4,Inlet,4.366,kg/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,Manganese- filtered,19.7,ug/L,235.4,Inlet,11.35,kg/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,MeHg- filtered,0.103,ng/L,235.4,Inlet,0.05932,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,MeHg- particulate,0.173,ng/L,235.4,Inlet,0.09964,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,MeHg- total,0.276,ng/L,235.4,Inlet,0.159,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,POC,0.3,mg/L as C,235.4,Inlet,0.1728,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,THg- filtered,1.2,ng/L,235.4,Inlet,0.6911,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,THg- particulate,3.85,ng/L,235.4,Inlet,2.217,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,THg- total,5.05,ng/L,235.4,Inlet,2.908,g/day
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,TOC,3.7,mg/L as C,235.4,Inlet,2.131,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,TSS,13,mg/L,235.4,Inlet,7.487,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Low Flow Channel,VSS,3,mg/L,235.4,Inlet,1.728,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,23,mg/L,472.9,Inlet,26.61,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,DOC,3.65,mg/L as C,472.9,Inlet,4.223,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,Iron- filtered,6.88,ug/L,472.9,Inlet,7.96,kg/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,21.7,ug/L,472.9,Inlet,25.11,kg/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.144,ng/L,472.9,Inlet,0.1666,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.195,ng/L,472.9,Inlet,0.2256,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.338,ng/L,472.9,Inlet,0.3911,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,POC,0,mg/L as C,472.9,Inlet,0,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.4,ng/L,472.9,Inlet,1.62,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,THg- particulate,3.4,ng/L,472.9,Inlet,3.934,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,THg- total,4.8,ng/L,472.9,Inlet,5.554,g/day
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,TOC,3.65,mg/L as C,472.9,Inlet,4.223,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,TSS,8,mg/L,472.9,Inlet,9.256,"1,000 kg/day"
"Apr 11-12, 2017",2017,CCSB- Overflow Weir,VSS,2,mg/L,472.9,Inlet,2.314,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,Chloride- filtered,3,mg/L,10358.1,Inlet,76.03,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,DOC,1.47,mg/L as C,10358.1,Inlet,37.25,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,Iron- filtered,110,ug/L,10358.1,Inlet,2788,kg/day
"Apr 11-12, 2017",2017,Fremont Weir,Manganese- filtered,2.54,ug/L,10358.1,Inlet,64.37,kg/day
"Apr 11-12, 2017",2017,Fremont Weir,MeHg- filtered,0.0368,ng/L,10358.1,Inlet,0.9326,g/day
"Apr 11-12, 2017",2017,Fremont Weir,MeHg- particulate,0.0452,ng/L,10358.1,Inlet,1.145,g/day
"Apr 11-12, 2017",2017,Fremont Weir,MeHg- total,0.082,ng/L,10358.1,Inlet,2.078,g/day
"Apr 11-12, 2017",2017,Fremont Weir,POC,0.233,mg/L as C,10358.1,Inlet,5.905,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,THg- filtered,1.72,ng/L,10358.1,Inlet,43.59,g/day
"Apr 11-12, 2017",2017,Fremont Weir,THg- particulate,4.45,ng/L,10358.1,Inlet,112.8,g/day
"Apr 11-12, 2017",2017,Fremont Weir,THg- total,6.17,ng/L,10358.1,Inlet,156.4,g/day
"Apr 11-12, 2017",2017,Fremont Weir,TOC,1.7,mg/L as C,10358.1,Inlet,43.08,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,TSS,39.4,mg/L,10358.1,Inlet,998.5,"1,000 kg/day"
"Apr 11-12, 2017",2017,Fremont Weir,VSS,4,mg/L,10358.1,Inlet,101.4,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,42,mg/L,427.1,Inlet,43.89,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,DOC,6.2,mg/L as C,427.1,Inlet,6.479,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,14.9,ug/L,427.1,Inlet,15.57,kg/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,68.1,ug/L,427.1,Inlet,71.16,kg/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.087,ng/L,427.1,Inlet,0.09091,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.032,ng/L,427.1,Inlet,0.03344,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.119,ng/L,427.1,Inlet,0.1243,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,POC,0.4,mg/L as C,427.1,Inlet,0.418,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,THg- filtered,0.5,ng/L,427.1,Inlet,0.5225,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,THg- particulate,2.3,ng/L,427.1,Inlet,2.403,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,THg- total,2.8,ng/L,427.1,Inlet,2.926,g/day
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,TOC,6.6,mg/L as C,427.1,Inlet,6.897,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,TSS,53,mg/L,427.1,Inlet,55.38,"1,000 kg/day"
"Apr 11-12, 2017",2017,Knights Landing Ridge Cut,VSS,9,mg/L,427.1,Inlet,9.404,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,6,mg/L,1145,Inlet,16.81,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,DOC,2.7,mg/L as C,1145,Inlet,7.564,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,132,ug/L,1145,Inlet,369.8,kg/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,9.22,ug/L,1145,Inlet,25.83,kg/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.056,ng/L,1145,Inlet,0.1569,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.081,ng/L,1145,Inlet,0.2269,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.137,ng/L,1145,Inlet,0.3838,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,POC,0,mg/L as C,1145,Inlet,0,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,1.1,ng/L,1145,Inlet,3.081,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,3.2,ng/L,1145,Inlet,8.964,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- total,4.3,ng/L,1145,Inlet,12.05,g/day
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,TOC,2.7,mg/L as C,1145,Inlet,7.564,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,TSS,17,mg/L,1145,Inlet,47.62,"1,000 kg/day"
"Apr 11-12, 2017",2017,Putah Creek at Mace Blvd,VSS,2,mg/L,1145,Inlet,5.603,"1,000 kg/day"
"Apr 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,8,mg/L,12638.5,Outlet,247.4,"1,000 kg/day"
"Apr 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,2.75,mg/L as C,12638.5,Outlet,85.03,"1,000 kg/day"
"Apr 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,66.6,ug/L,12638.5,Outlet,2059,kg/day
"Apr 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,20.5,ug/L,12638.5,Outlet,633.9,kg/day
"Apr 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.145,ng/L,12638.5,Outlet,4.484,g/day
