SamplingEvent,Year,StationName,Analyte,Conc,ConcUnits,Flow,LocType,Load,LoadUnits
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.087,ng/L,12193.7,Outlet,2.595,g/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.149,ng/L,12193.7,Outlet,4.445,g/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,POC,0.85,mg/L as C,12193.7,Outlet,25.36,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,2.15,ng/L,12193.7,Outlet,64.14,g/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,8.85,ng/L,12193.7,Outlet,264,g/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,THg- total,11,ng/L,12193.7,Outlet,328.2,g/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,TOC,3.2,mg/L as C,12193.7,Outlet,95.47,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,TSS,71.8,mg/L,12193.7,Outlet,2142,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,VSS,8,mg/L,12193.7,Outlet,238.7,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,Chloride- filtered,3.5,mg/L,32362.5,Outlet,277.1,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,DOC,2.48,mg/L as C,32362.5,Outlet,196.4,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,Iron- filtered,178,ug/L,32362.5,Outlet,14090,kg/day
"Jan 24-25, 2017",2017,Little Holland,Manganese- filtered,5.44,ug/L,32362.5,Outlet,430.7,kg/day
"Jan 24-25, 2017",2017,Little Holland,MeHg- filtered,0.0595,ng/L,32362.5,Outlet,4.711,g/day
"Jan 24-25, 2017",2017,Little Holland,MeHg- particulate,0.0825,ng/L,32362.5,Outlet,6.532,g/day
"Jan 24-25, 2017",2017,Little Holland,MeHg- total,0.142,ng/L,32362.5,Outlet,11.24,g/day
"Jan 24-25, 2017",2017,Little Holland,POC,0.675,mg/L as C,32362.5,Outlet,53.44,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,THg- filtered,2.38,ng/L,32362.5,Outlet,188.4,g/day
"Jan 24-25, 2017",2017,Little Holland,THg- particulate,9.43,ng/L,32362.5,Outlet,746.6,g/day
"Jan 24-25, 2017",2017,Little Holland,THg- total,11.8,ng/L,32362.5,Outlet,934.3,g/day
"Jan 24-25, 2017",2017,Little Holland,TOC,3.15,mg/L as C,32362.5,Outlet,249.4,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,TSS,54.9,mg/L,32362.5,Outlet,4347,"1,000 kg/day"
"Jan 24-25, 2017",2017,Little Holland,VSS,7,mg/L,32362.5,Outlet,554.2,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,Chloride- filtered,4,mg/L,12889.7,Outlet,126.1,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,DOC,2.35,mg/L as C,12889.7,Outlet,74.11,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,Iron- filtered,180,ug/L,12889.7,Outlet,5676,kg/day
"Jan 24-25, 2017",2017,Main Liberty,Manganese- filtered,5.58,ug/L,12889.7,Outlet,176,kg/day
"Jan 24-25, 2017",2017,Main Liberty,MeHg- filtered,0.062,ng/L,12889.7,Outlet,1.955,g/day
"Jan 24-25, 2017",2017,Main Liberty,MeHg- particulate,0.087,ng/L,12889.7,Outlet,2.744,g/day
"Jan 24-25, 2017",2017,Main Liberty,MeHg- total,0.149,ng/L,12889.7,Outlet,4.699,g/day
"Jan 24-25, 2017",2017,Main Liberty,POC,0.85,mg/L as C,12889.7,Outlet,26.81,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,THg- filtered,2.15,ng/L,12889.7,Outlet,67.8,g/day
"Jan 24-25, 2017",2017,Main Liberty,THg- particulate,8.85,ng/L,12889.7,Outlet,279.1,g/day
"Jan 24-25, 2017",2017,Main Liberty,THg- total,11,ng/L,12889.7,Outlet,346.9,g/day
"Jan 24-25, 2017",2017,Main Liberty,TOC,3.2,mg/L as C,12889.7,Outlet,100.9,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,TSS,71.8,mg/L,12889.7,Outlet,2264,"1,000 kg/day"
"Jan 24-25, 2017",2017,Main Liberty,VSS,8,mg/L,12889.7,Outlet,252.3,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,11,mg/L,21739.9,Outlet,585.1,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,DOC,4,mg/L as C,21739.9,Outlet,212.8,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,118,ug/L,21739.9,Outlet,6276,kg/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,6.18,ug/L,21739.9,Outlet,328.7,kg/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.102,ng/L,21739.9,Outlet,5.425,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.095,ng/L,21739.9,Outlet,5.053,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.197,ng/L,21739.9,Outlet,10.48,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,POC,1.4,mg/L as C,21739.9,Outlet,74.46,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,THg- filtered,2.6,ng/L,21739.9,Outlet,138.3,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,THg- particulate,22,ng/L,21739.9,Outlet,1170,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,THg- total,24.6,ng/L,21739.9,Outlet,1308,g/day
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,TOC,5.4,mg/L as C,21739.9,Outlet,287.2,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,TSS,124,mg/L,21739.9,Outlet,6595,"1,000 kg/day"
"Jan 24-25, 2017",2017,Shag Slough below Stairsteps,VSS,14,mg/L,21739.9,Outlet,744.6,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,3,mg/L,9579.1,Outlet,70.31,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,2.6,mg/L as C,9579.1,Outlet,60.93,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,176,ug/L,9579.1,Outlet,4125,kg/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,5.29,ug/L,9579.1,Outlet,124,kg/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.057,ng/L,9579.1,Outlet,1.336,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.078,ng/L,9579.1,Outlet,1.828,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.135,ng/L,9579.1,Outlet,3.164,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0.5,mg/L as C,9579.1,Outlet,11.72,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,2.6,ng/L,9579.1,Outlet,60.93,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,10,ng/L,9579.1,Outlet,234.4,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,12.6,ng/L,9579.1,Outlet,295.3,g/day
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,3.1,mg/L as C,9579.1,Outlet,72.65,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,38,mg/L,9579.1,Outlet,890.6,"1,000 kg/day"
"Jan 24-25, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,6,mg/L,9579.1,Outlet,140.6,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,388.6,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,143.5,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,7057,kg/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,396.9,kg/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,3.872,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,3.608,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,7.482,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,20.82,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,74.08,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,305.7,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,379.7,g/day
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,164.3,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,1569,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,208.2,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,18,mg/L,3131.8999999999996,Inlet,137.9,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,DOC,3.95,mg/L as C,3131.8999999999996,Inlet,30.27,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,Iron- filtered,13.7,ug/L,3131.8999999999996,Inlet,105,kg/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,2.26,ug/L,3131.8999999999996,Inlet,17.32,kg/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0395,ng/L,3131.8999999999996,Inlet,0.3027,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.085,ng/L,3131.8999999999996,Inlet,0.6513,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.124,ng/L,3131.8999999999996,Inlet,0.9501,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,POC,0.2,mg/L as C,3131.8999999999996,Inlet,1.532,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.55,ng/L,3131.8999999999996,Inlet,11.88,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,THg- particulate,6.4,ng/L,3131.8999999999996,Inlet,49.04,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,THg- total,7.95,ng/L,3131.8999999999996,Inlet,60.92,g/day
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,TOC,4.15,mg/L as C,3131.8999999999996,Inlet,31.8,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,TSS,31.5,mg/L,3131.8999999999996,Inlet,241.4,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,CCSB- Overflow Weir,VSS,3,mg/L,3131.8999999999996,Inlet,22.99,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,Chloride- filtered,4,mg/L,17100.7,Inlet,167.4,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,DOC,1.28,mg/L as C,17100.7,Inlet,53.55,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,Iron- filtered,66.5,ug/L,17100.7,Inlet,2782,kg/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,Manganese- filtered,5.47,ug/L,17100.7,Inlet,228.9,kg/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,MeHg- filtered,0.0235,ng/L,17100.7,Inlet,0.9832,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,MeHg- particulate,0.041,ng/L,17100.7,Inlet,1.715,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,MeHg- total,0.0645,ng/L,17100.7,Inlet,2.699,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,POC,0.117,mg/L as C,17100.7,Inlet,4.895,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,THg- filtered,1.02,ng/L,17100.7,Inlet,42.68,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,THg- particulate,4.8,ng/L,17100.7,Inlet,200.8,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,THg- total,5.82,ng/L,17100.7,Inlet,243.5,g/day
"Jan 31-Feb 1, 2017",2017,Fremont Weir,TOC,1.4,mg/L as C,17100.7,Inlet,58.57,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,TSS,45.5,mg/L,17100.7,Inlet,1904,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Fremont Weir,VSS,3.83,mg/L,17100.7,Inlet,160.2,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,13,mg/L,4334.9,Inlet,137.9,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,DOC,6.1,mg/L as C,4334.9,Inlet,64.69,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,207,ug/L,4334.9,Inlet,2195,kg/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,20.6,ug/L,4334.9,Inlet,218.5,kg/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.13,ng/L,4334.9,Inlet,1.379,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.081,ng/L,4334.9,Inlet,0.8591,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.211,ng/L,4334.9,Inlet,2.238,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,POC,2.2,mg/L as C,4334.9,Inlet,23.33,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,THg- filtered,1.4,ng/L,4334.9,Inlet,14.85,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,THg- particulate,3.5,ng/L,4334.9,Inlet,37.12,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,THg- total,4.9,ng/L,4334.9,Inlet,51.97,g/day
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,TOC,8.3,mg/L as C,4334.9,Inlet,88.03,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,TSS,47,mg/L,4334.9,Inlet,498.5,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Knights Landing Ridge Cut,VSS,6,mg/L,4334.9,Inlet,63.63,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,21,mg/L,25.3,Inlet,1.3,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,DOC,2.8,mg/L as C,25.3,Inlet,0.1733,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,5.42,ug/L,25.3,Inlet,0.3355,kg/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,10,ug/L,25.3,Inlet,0.619,kg/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.049,ng/L,25.3,Inlet,0.003033,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.066,ng/L,25.3,Inlet,0.004085,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.115,ng/L,25.3,Inlet,0.007118,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,POC,0,mg/L as C,25.3,Inlet,0,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,0.6,ng/L,25.3,Inlet,0.03714,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,3.1,ng/L,25.3,Inlet,0.1919,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,THg- total,3.7,ng/L,25.3,Inlet,0.229,g/day
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,TOC,2.8,mg/L as C,25.3,Inlet,0.1733,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,TSS,18,mg/L,25.3,Inlet,1.114,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Putah Creek at Mace Blvd,VSS,2,mg/L,25.3,Inlet,0.1238,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,13,mg/L,5456.8,Outlet,173.6,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,DOC,4.9,mg/L as C,5456.8,Outlet,65.42,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,221,ug/L,5456.8,Outlet,2950,kg/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,10.2,ug/L,5456.8,Outlet,136.2,kg/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.112,ng/L,5456.8,Outlet,1.495,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.078,ng/L,5456.8,Outlet,1.041,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.19,ng/L,5456.8,Outlet,2.537,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,POC,0.9,mg/L as C,5456.8,Outlet,12.02,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,1.8,ng/L,5456.8,Outlet,24.03,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,4.8,ng/L,5456.8,Outlet,64.08,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,THg- total,6.6,ng/L,5456.8,Outlet,88.11,g/day
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,TOC,5.8,mg/L as C,5456.8,Outlet,77.43,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,TSS,40,mg/L,5456.8,Outlet,534,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Liberty Cut below Stairsteps,VSS,5,mg/L,5456.8,Outlet,66.75,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,Chloride- filtered,8.5,mg/L,10709.4,Outlet,222.7,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,DOC,3.3,mg/L as C,10709.4,Outlet,86.46,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,Iron- filtered,140,ug/L,10709.4,Outlet,3668,kg/day
"Jan 31-Feb 1, 2017",2017,Little Holland,Manganese- filtered,8.43,ug/L,10709.4,Outlet,220.9,kg/day
"Jan 31-Feb 1, 2017",2017,Little Holland,MeHg- filtered,0.0865,ng/L,10709.4,Outlet,2.266,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,MeHg- particulate,0.077,ng/L,10709.4,Outlet,2.018,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,MeHg- total,0.164,ng/L,10709.4,Outlet,4.297,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,POC,0.5,mg/L as C,10709.4,Outlet,13.1,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,THg- filtered,1.65,ng/L,10709.4,Outlet,43.23,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,THg- particulate,4.08,ng/L,10709.4,Outlet,106.9,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,THg- total,5.72,ng/L,10709.4,Outlet,149.9,g/day
"Jan 31-Feb 1, 2017",2017,Little Holland,TOC,3.8,mg/L as C,10709.4,Outlet,99.57,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,TSS,30.5,mg/L,10709.4,Outlet,799.1,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Little Holland,VSS,3,mg/L,10709.4,Outlet,78.6,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,Chloride- filtered,15,mg/L,582,Outlet,21.36,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,DOC,4.85,mg/L as C,582,Outlet,6.906,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,Iron- filtered,140,ug/L,582,Outlet,199.3,kg/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,Manganese- filtered,12,ug/L,582,Outlet,17.09,kg/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,MeHg- filtered,0.1,ng/L,582,Outlet,0.1424,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,MeHg- particulate,0.211,ng/L,582,Outlet,0.3004,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,MeHg- total,0.311,ng/L,582,Outlet,0.4428,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,POC,0.7,mg/L as C,582,Outlet,0.9967,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,THg- filtered,1.78,ng/L,582,Outlet,2.535,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,THg- particulate,5.78,ng/L,582,Outlet,8.23,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,THg- total,7.56,ng/L,582,Outlet,10.76,g/day
"Jan 31-Feb 1, 2017",2017,Main Liberty,TOC,5.55,mg/L as C,582,Outlet,7.903,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,TSS,38,mg/L,582,Outlet,54.11,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Main Liberty,VSS,5.25,mg/L,582,Outlet,7.476,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,17,mg/L,2404.2,Outlet,100,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,DOC,4.8,mg/L as C,2404.2,Outlet,28.23,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,59.6,ug/L,2404.2,Outlet,350.6,kg/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,13.8,ug/L,2404.2,Outlet,81.17,kg/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.088,ng/L,2404.2,Outlet,0.5176,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.344,ng/L,2404.2,Outlet,2.023,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.432,ng/L,2404.2,Outlet,2.541,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,POC,0.5,mg/L as C,2404.2,Outlet,2.941,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,THg- filtered,1.75,ng/L,2404.2,Outlet,10.29,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,THg- particulate,6.77,ng/L,2404.2,Outlet,39.82,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,THg- total,8.52,ng/L,2404.2,Outlet,50.12,g/day
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,TOC,5.3,mg/L as C,2404.2,Outlet,31.18,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,TSS,36,mg/L,2404.2,Outlet,211.8,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Shag Slough below Stairsteps,VSS,5.5,mg/L,2404.2,Outlet,32.35,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,4,mg/L,5440.4,Outlet,53.24,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,1.7,mg/L as C,5440.4,Outlet,22.63,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,58.2,ug/L,5440.4,Outlet,774.7,kg/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,6.66,ug/L,5440.4,Outlet,88.65,kg/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.061,ng/L,5440.4,Outlet,0.8119,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.076,ng/L,5440.4,Outlet,1.012,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.137,ng/L,5440.4,Outlet,1.824,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0.1,mg/L as C,5440.4,Outlet,1.331,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,1.5,ng/L,5440.4,Outlet,19.97,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,3.35,ng/L,5440.4,Outlet,44.59,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,4.85,ng/L,5440.4,Outlet,64.56,g/day
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,1.8,mg/L as C,5440.4,Outlet,23.96,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,21,mg/L,5440.4,Outlet,279.5,"1,000 kg/day"
"Jan 31-Feb 1, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,1,mg/L,5440.4,Outlet,13.31,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,1884,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,836.9,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,62250,kg/day
"Feb 14-15, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,3227,kg/day
"Feb 14-15, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,38.42,g/day
"Feb 14-15, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,61.22,g/day
